stringA,stringB,itemNumber,type
sersice,fityrud,43,original
trinche,advical,36,original
weastin,rembrob,38,original
pertice,proundi,33,original
mestins,devivar,32,original
vernion,gramile,15,original
exturea,limanol,16,original
materal,wiligna,30,original
arthrol,moutlem,24,original
englita,commedi,26,original
clester,dolsimp,41,original
somersi,larlize,23,original
nothrog,montsim,11,original
sectori,belysty,39,original
engstin,filisma,31,original
anathly,shouges,5,original
anceste,bollyze,49,original
systina,clarral,14,original
delpith,grashin,2,original
montems,suption,12,original
incleas,sanybon,25,original
arcents,pranomp,40,original
whetesi,suprovi,45,original
anottac,morying,42,original
premser,groctsi,10,original
howinge,thervil,3,original
devervi,dessaga,19,original
shoureg,domeave,7,original
servica,pargest,4,original
suprega,refends,28,original
suppopp,tatinse,50,original
specity,deffent,17,original
pachang,hastems,34,original
becadev,howseri,22,original
partify,pritent,37,original
togriva,worinta,21,original
prounds,rousent,35,original
throdyn,ausenus,8,original
himumma,anotain,46,original
raddreg,lifinta,6,original
posiver,sounano,18,original
varketa,throuss,9,original
forings,strewri,27,original
pervica,slanoth,29,original
probble,slannet,44,original
thregul,avelian,13,original
prousup,tessina,48,original
qualrev,meentra,47,original
benervi,fainges,1,original
jusessa,telcout,20,original
grashin,slanoth,52,new
clarral,premser,66,new
slanoth,belysty,95,new
lifinta,grashin,63,new
delpith,limanol,69,new
clarral,refends,88,new
mestins,groctsi,89,new
benervi,avelian,74,new
thregul,pargest,59,new
varketa,meentra,113,new
devervi,tatinse,138,new
vernion,himumma,128,new
himumma,sounano,131,new
hastems,becadev,112,new
anotain,jusessa,97,new
materal,himumma,126,new
montsim,pargest,57,new
thervil,moutlem,62,new
meentra,bollyze,144,new
fityrud,fainges,101,new
ausenus,sanybon,75,new
anotain,commedi,142,new
tatinse,devivar,134,new
hastems,forings,98,new
suption,tatinse,125,new
rousent,morying,133,new
dolsimp,pertice,135,new
incleas,shouges,70,new
pertice,himumma,132,new
somersi,montsim,80,new
anathly,specity,55,new
montems,servica,64,new
somersi,moutlem,83,new
slannet,advical,147,new
partify,sectori,150,new
mestins,belysty,145,new
larlize,clester,116,new
weastin,posiver,117,new
rembrob,worinta,110,new
varketa,anceste,148,new
prousup,sersice,149,new
filisma,arcents,118,new
sanybon,lifinta,61,new
fityrud,arthrol,123,new
moutlem,incleas,90,new
suption,montems,68,new
dolsimp,hastems,140,new
thervil,montsim,71,new
thregul,pertice,87,new
lifinta,prousup,141,new
sectori,filisma,107,new
mestins,fityrud,146,new
pervica,sectori,91,new
forings,thervil,72,new
groctsi,engstin,85,new
slannet,belysty,139,new
trinche,filisma,100,new
pertice,becadev,114,new
larlize,ausenus,58,new
commedi,domeave,78,new
lifinta,larlize,56,new
delpith,prousup,143,new
throdyn,anottac,86,new
benervi,clester,82,new
slanoth,proundi,120,new
devivar,arcents,127,new
larlize,slannet,115,new
suption,arthrol,65,new
anceste,suprovi,137,new
rembrob,rousent,130,new
deffent,jusessa,77,new
vernion,specity,54,new
thervil,wiligna,60,new
anotain,morying,124,new
arthrol,servica,51,new
limanol,weastin,104,new
delpith,commedi,53,new
posiver,sectori,102,new
grashin,nothrog,76,new
specity,tatinse,122,new
anotain,shoureg,94,new
incleas,benervi,73,new
throdyn,tessina,111,new
slannet,proundi,121,new
throdyn,arthrol,79,new
arcents,larlize,108,new
dolsimp,worinta,103,new
morying,montems,96,new
pranomp,avelian,109,new
englita,clarral,81,new
pritent,jusessa,119,new
howinge,vernion,67,new
suppopp,pargest,136,new
englita,dolsimp,99,new
limanol,anottac,92,new
servica,arcents,84,new
thregul,anotain,93,new
englita,proundi,106,new
montems,probble,105,new
himumma,slanoth,129,new
